B4,B3,B2,B5,B8,yield
2539,2160,2155.5,2717,3313.5,4.41375
2214.5,2011.5,2097,2408,3047,0.619375
2379.5,2099.5,2097.5,2585.5,3310.5,0.509375
2169,1991,2044.5,2404,3129,1.20125
2161,2067.5,2073,2494.5,3488,1.50375
2081.5,1945.5,1991.5,2310,2926.5,0.6825
2081.5,1945.5,1991.5,2310,2926.5,1.068125
2122.5,1928,1962,2367.5,2998,0.1225
1954,1823.5,1908.5,2155,2866,0.7525
2138,1967.5,2011,2381,3133.5,0.213125
2218,2117,2179,2445,3168,4.9675
2249,2093,2146,2441,3187,2.77
22.525,2150.5,2173.5,2587.5,3404.5,4.6575
2055,1988.5,2025,2363,3253.5,2.69125
21.46,2000,2038.5,2421.5,3225,4.54125
2197,2020,2065.5,2438.5,3271,2.578125
2126,1972.5,2040.5,2360.5,3115.5,3.2925
2277,2060,2100.5,2495.5,3305,2.9475
2198.8,2005.8,2055.125,2391.25,2942.83333333333,4.01375
2230,2040,2076,2458,3105,4.9275
2500.5,2204.5,2199,2710.5,3296.5,6.755
2139,1993,2049,2384.5,3088.5,0.84875
2238.5,2021,2055.5,2447,3020,7.03875
26.66,1966.71428571429,2032.64705882353,2383.81818181818,2993.8,4.9725
1880.625,1815.3,1928.7,2088.44444444444,2678.33333333333,3.58125
2150.16666666667,1958.46153846154,2009.3,2345,2861.85714285714,5.485
2227,2069,2145,2453,3104,2.061875
2325,2093,2145,2508,3116,0.788125
2278,2112,2145,2519,3149,1.33125
1947,1933,2037,2194,2867,2.633125
2159,2060,2135,2352,3027,3.044375
14.47,1977,2065,2249,2917,3.0125
2303,2117,2137,2525,3236,0.815
2084,1983,2100,2274,3009,0.3675
2027,1952,2020,2233,3009,1.3375
2.1475,2063,2080.5,2571,3319,0.291875
2303,2068.5,2081,2555.5,3272,0.33625
1817.5,1834,1905,2170,3006.5,0.309375
2088,1976,2037,2350,2945.5,0.305
2.2675,2060,2074.5,2503.5,3034.5,0.3
2201.5,2022,2053.5,2456.5,3200.5,0.32875
2417,2129,2116,2585.5,3112.5,0.308125
2197,1994,2034,2412.5,3096.5,0.29625
2552,2174.5,2144,2757.5,3338.5,0.269375
2416.5,2171,2166,2613.5,3296,0.495625
2581.5,2276,2241.5,2789,3553.5,3.12625
19.74,2413,2390.5,2909.5,3557.5,3.5725
2283,2105.5,2136,2508,3273.5,2.495
2361,2151,2173.5,2612,3232.5,9.0525
2346,2146.5,2169.5,2577,3179.5,4.61875
2257,2062,2093,2491.5,3140,4.3225
2336,2128.5,2156.5,2572.5,3344.5,4.7125
2270,2065,2107,2518.5,3232.5,3.07
2365,2074,2107,2587,3315,1.48625
2472.5,2146.5,2146.5,2687,3323,1.1175
6.3075,2096.5,2112.5,2571,3165,0.778125
2457,2118,2125,2653.5,3269.5,0.7325
2236.5,2080.5,2138,2427.5,3070.5,5.79125
2067.5,1951.5,2017,2289.5,3181.5,2.675625
2190,1978,2036,2392,2987,1.69875
1815,1813,1924.5,2047.5,2695.5,1.3875
2226.5,2001.5,2051,2444.66666666667,3113.25,0.3475
2227.5,1989.5,2020.5,2444,3129,0.191875
2344,2155.5,2188,2576,3306.5,6.31875
2001.5,1906,2028.13333333333,2159.11111111111,2527.5,5.2325
2170.5,1989.25,2039.44444444444,2416.66666666667,3124.5,1.9
2219.625,2030.6,2065.30434782609,2411.72727272727,2987.05882352941,4.9225
2215,2020,2058.57142857143,2475.66666666667,3244.8,1.678125
2188,2044,2110,2452,3066,1.019375
2241,2034,2064,2492,3088,2.366875
2327.5,2129,2147,2563.375,3305.75,4.60125
6.86,2095,2098.5,2645,3213,1.2775
2244,2070,2095,2435,3114,3.755
1932.5,1952,2038.5,2226,3010.5,1.773125
2437,2212.5,2236.5,2642.5,3225,1.80875
2457,2118,2125,2653.5,3269.5,0.73875
2117,1993,2046.5,2317,3044,1.835625
3019,2485.5,2379,3270.5,3976.5,1.245625
2509.5,2221.5,2216,2740,3565.5,1.67875
2421,2164,2201.5,2654.5,3378,4.8875
2316.5,2120.5,2139.5,2580.5,3319.5,5.95875
2310.5,2109.5,2158.5,2474,3185.5,1.736875
16.9,2343,2321,2844,3540,3.361875
21.695,2183.5,2209.5,2596,3238.5,3.87625
2245,2056,2049,2504,3196,4.63875
2021,1924,1962,2330,2903,6.78875
2572.5,2209.5,2214,2767,3290,0.489375
2735.5,2405.5,2389.5,2894.5,3512.5,0.80375
0.8675,2271,2279.5,2733.5,3397.5,0.120625
2505.5,2211,2207,2680,3404.5,0.575
2624,2316.5,2298.5,2873,3530.5,1.021875
2037,1918.5,1985,2265.5,2988.5,1.975
2410,2137,2139,2621,3283,5.5775
2235,2058.5,2103,2459,3182.5,6.62375
2291,2090,2113,2537,3176,7.12375
2796,2431,2314,3026.5,3592.5,0.174375
2373,2085,2108,2530,3038,1.07125
17.2,2029.5,2090,2437,3215.5,3.84
37.04,2048,2079,2576.5,3295.5,8.74
1982.5,1915.5,1990,2290,3213.5,3.7575
2098,1970,2030.5,2360,3183,2.675
2175,1991.5,2046,2455.5,3279,5.3375
2049,1938,2002,2278,3054,6.33875
1927,1909.5,2002,2145.5,2928,5.65375
2159,2034.5,2094,2376,3064,1.381875
2116,1992.5,2070,2330.5,3002,7.6075
2068.5,2039.5,2074,2292,3097.5,2.36125
2310,2106,2145.5,2519.5,3149,3.4
2157.5,2063,2096,2440.5,3414.5,4.85875
27.435,2516,2442,3096,3768,5.425
2224,2066,2108,2433,3204,3.98875
2544.5,2260.5,2269,2734,3438.5,6.72875
19.665,1992,2014,2444,3166,4.0275
18.405,1854,1885,2209,3112,3.71375
2036,1947,2002,2241,2952,3.585
32.36,1909,1995,2277,2856,6.0725
2052,1960.5,2056.5,2255,2898.5,3.7625
2161,2041.5,2116.5,2382,3101,8.91875
2389,2191.5,2204,2606.5,3375.5,3.00375
2244,2030,2041,2466,3113,4.21625
2168,1968,2030,2387,3103,2.02375
2645,2309,2248,2875,3538.5,5.99375
2445,2171.5,2169,2664,3379.5,6.66375
2179,1973,2034,2419,3131,6.71375
18.87,1917,2007,2173,2877,4.42
9.6775,2109,2141,2574,3334,1.715
5.7475,1865,1915,2208,2824,1.16625
2073,1983,2025,2362,3162,3.27875
17.36,2004.5,2046,2391,3096,2.029375
19.415,1998,2030,2407,3101,3.76125
2487,2244.5,2278.5,2685,3400,0.036875
2594,2287,2298.5,2781,3410,0.05125
2542,2275,2289,2767,3439,4.35375
17.535,1985.5,2062.5,2316,3022.5,3.139375
2474.5,2180,2178.5,2633.5,3187,1.2425
2628.5,2311,2275.5,2823,3448,0.13625
2245.5,2115.5,2116.5,2580,3824.5,4.655
2074,1967.5,2040,2305.5,3068.5,6.01125
2683,2316,2251,3019.5,4084.5,4.02625
2683,2316,2251,3019.5,4084.5,5.29375
2694,2277,2228.5,3068,3992.5,6.4525
2283,2031,2089,2471,3179,0
2415,2145,2162,2602,3339,0
2382,2101,2134,2576,3287,0
4.2975,1893,1986,2178,2938,0.65625
2686.5,2376.5,2367.5,2851.5,3363.5,0.7925
2624.5,2329,2303,2822.5,3474.5,0.985
2730,2356,2310,2923,3585.5,1.030625
2765,2405.5,2368,2977.5,3656,0.915
8.6025,2413,2390.5,2937.5,3610.5,1.39
2298,2014.5,2030,2520,3091,0.78
1938,1875,1968,2153,2852,4.52875
2689,2327,2249,2927,3533,7.24
18.665,2031.5,2074.75,2423.33333333333,3109,3.71625
2081.36666666667,1863.38461538462,1943.47058823529,2264.81818181818,2747.2,5.76875
2136.5,1958.75,2013.0625,2361.75,3034.5,5.28375
10.825,2056,2078,2425,3030,1.830625
2633,2217,2179,2852,3437,5.13625
2350,2035.5,2057,2593,3197.5,0.490625
2112,1968,2009,2352,3171,2.595625
1971,1942,1967,2270,3230,1.9825
2567.5,2175,2152,2722.5,3179.5,0.485
2581,2130,2111,2741,3282.5,0.889375
9.76,2278,2236.5,2871,3551,1.591875
2827.5,2392,2318,3034,3690,1.05
2846,2503,2438,3087.5,3928,0.98625
14.735,2214.5,2176.5,2746,3417.5,2.745
2602.5,2262.5,2247,2836.5,3621,2.6225
2379,2131,2115,2677,3355,2.24125
1788,1787,1895,2045,2669,5.4175
2208.5,2058,2127.5,2417,3069,0.040625
2666.5,2310,2297,2871.5,3506,2.67625
2109,1977,2049,2324,3082,2.01875
2808,2418.5,2341.5,3054,3802,5.695
2488.5,2140,2143,2714.5,3307.5,3.01375
25.615,2143.5,2188,2575,3357,4.305
2648.5,2302.5,2285.5,2856,3633,1.93125
2758.5,2411,2353,2983,3731,2.5625
2222,2096.5,2122,2487.5,3341.5,0.45375
2243,2013,2044,2500,3232,2.069375
34.075,1975,2011,2500,3039,5.875
21.685,2355,2343,2913,3578.5,4.9625
2116,1976.21428571429,2024.18181818182,2353.94444444444,3061.7,1.233125
7.1675,2064,2092.8,2575.14285714286,3315.90909090909,1.091875
12.005,2006.4,2070.25,2441.88888888889,3060,1.2875
2051,1879,1964,2276,2872,1.094375
2103,2006,2015,2361,3208,1.98875
2239,2035,2060,2465,3124,1.54
2353,2067.5,2074.5,2567.5,3171.5,0.54625
2254,2094,2138.5,2532.5,3318,1.22375
2125.5,2038.5,2072.5,2414.5,3425.5,4.19875
2296.5,2110,2122,2541.5,3325,4.515
2382,2107,2107.5,2619,3281.5,0.610625
2315.5,2183,2195,2553,3397.5,3.65125
2477,2254,2244.5,2742,3569,5.335
21.38,1984.5,2025,2373,3180,4.61625
36.705,2027,2050,2534.25,3019.88888888889,6.14125
2715,2312,2263,2888.5,3428,1.726875
2631,2235,2190,2827.5,3364,0.515625
2247,2079,2132,2467,3234.5,2.69
2418,2141,2120,2697,3439,5.35375
2643,2346,2317,2914.5,3539,5.42125
2022.83333333333,1929.25,2006.625,2233.5,2881.25,5.005
1965.6,1904.125,1968.21428571429,2193.18181818182,2898.5,3.44
2260,2027,2059.6,2448.75,3081,5.095
2314.5,2035,2042.5,2576.5,3218.5,0.200625
22.495,2097,2088,2633,3236,4.2175
2381.5,2128.5,2130.5,2617,3297,2.09625
2289,2093,2094,2529,3028,1.066875
2302,2127.5,2162.5,2518,3308.5,2.421875
35.305,2143,2116,2730,3326,5.1975
2183,1983,2009,2412,3010,4.1
1937,1906,1964,2197,3182,4.79125
2520,2236,2261,2722.5,3377,3.78125
29.885,2159,2134,2711,3375,4.98625
2357,2096,2104,2571,3320,3.005
2290,2066,2059,2516,3282,4.17
2726.5,2401,2389.5,2922.5,3557,5.685
2394.5,2183,2206,2630.5,3334,8.5375
2368,2120,2145.5,2560.5,3256,0.97375
6.67,1911.16666666667,1998.16666666667,2219.5,2942,0.708125
2494.5,2178.5,2144.5,2659,3353,1.2375
4.8375,2074.5,2128,2508.5,3227,0.790625
2174.5,2008.5,2063,2401.5,3134,7.39
19.25,1956.5,2011,2403.5,3174,1.710625
2374,2244.5,2237,2715,3442.5,4.02625
2502,2155,2121,2730,3327,4.6775
2364,2083,2073,2584,3259,6.56125
2474,2149,2111,2711,3366,2.87375
2415,2095,2065,2647,3269,5.92125
1858,1924.5,1989,2124,3171.5,1.115625
2168,2005.5,2063,2386.5,3165,0.858125
2375.5,2120.5,2095.5,2591.5,3275,6.46125
2101,1904.5,1972,2308.5,2941.5,2.2775
2132,1938.5,1990.5,2330.5,2874,2.563125
11.33,2035,2102.5,2438.5,3317.5,1.861875
1.365,1875,1974,2197.5,2814,0.186875
2314.5,2096.5,2139,2514,3176.5,1.2425
2274,2042.5,2092,2458,3095.5,2.435
26.985,1970.5,2016,2405,3233.5,0.695
2227,2077,2070,2579,3425,1.0425
2419,2112,2120,2684,3440,2.89
1982,1842.5,1918,2147.5,2704,0.23
2.3225,1839.5,1910,2273.5,2522,0.365625
2123.5,1918.5,1989.5,2312.5,2958.5,0.301875
2015.5,1885,1962.5,2269,2980,0.51375
2109.5,1939.5,2014.5,2289.5,2792.5,0.375625
2109.5,1939.5,2014.5,2289.5,2792.5,0.2725
2.0375,1783.5,1893,1985.5,2713,0.35875
2010.5,1911,1972.5,2253,3006,0.346875
1.7575,1824,1915,2093.5,2784.5,0.2525
2038,1890.5,1963,2296,2986,0.24625
2.828,1966,2017.5,2344.5,3033.5,0.435
2027,1945,1989,2288,3058,7.11375
1870,1859,1930,2168,2913,5.50875
2023,1928,1971,2346,3125,6.9025
1878,1853,1931,2164,2878,6.1775
2126,2028,2114,2326,2962,3.42375
2144,2016,2074,2343,2942,2.80875
2240,2088,2149,2435,3101.5,3.3775
2342,2150,2184,2549,3264,3.53
2136,2032,2081,2365,2991,2.341875
24.155,2115,2147,2514,3242,4.15625
2180,2052,2108,2354,2982,0.665
2035,1964,2077,2232,2906,1.375625
1955,1948,2046,2141,3036,1.669375
2358,2132,2167,2546,3191,2.8325
2020,1979,2039,2220,2970,1.258125
22.63,1997,2005.5,2443.5,3224,4.685
2036.5,1934,1991.5,2280,3014.5,3.825
2612.5,2300.5,2268,2837.5,3512,0.285625
2612.5,2300.5,2268,2837.5,3512,0.550625
2407.5,2179,2185.5,2640,3318.5,0.56875
2501,2190,2183.5,2725,3359,1.374375
2425,2142,2144,2646.5,3360.5,1.72625
2572.5,2251,2226.5,2764.5,3474.5,2.26875
2810,2511,2457.5,3028,3789.5,1.219375
4.965,2228,2206,2751,3473.5,0.664375
2458.5,2212.5,2214.5,2687.5,3467.5,0.735625
2644,2269.5,2228.5,2849,3540,0.448125
2970,2542,2471,3191,3940,2.88375
2970,2542,2471,3191,3940,5.72125
2509.5,2247.5,2230.5,2709.5,3377,0.317625
2495,2218.5,2226.5,2722,3344.5,1.838125
3251,2802,2628,3533,4299,4.71375
35.945,2382,2331,3107,3891,7.6775
12.315,2248,2217,2852,3566,2.36875
2180,2019,2069.5,2387,3061.5,2.675
2642,2266.5,2214,2825.5,3477,0.294375
2685,2314,2245.5,2885,3545,0.44375
2802.5,2283,2214.5,2971.5,3525,0.824375
2749,2386,2359.5,2931,3549,1.5275
2788,2458.5,2425,3018.5,3717.5,2.10375
2760.5,2360.5,2321,2964,3617.5,1.114375
2052,1942,2010,2288.5,2961.5,4.38
2063,1917,1990.5,2258.5,3220,3.8425
2335,2127,2138.5,2554,3310,4.31
2137,1970,2020,2373.5,2994.5,1.34125
26.85,2004,2036.5,2489,3390.5,5.58625
2175.5,2069,2062,2471.5,3400,5.46375
2090.5,2012,2063,2351.5,3170.5,2.088125
2672,2336,2287.5,2947,3780.5,2.81625
2144,1999,2028,2436.5,3139.5,1.015
2269,2104,2146,2501,3321,6.14
7.1225,2070,2113,2447,3192.5,1.675625
1864,1841,1942,2082,2902,1.564375
2361.5,2069.5,2094,2515.5,3085.5,0.710625
2176.5,1987.5,2020.5,2437.5,2967,2.49475
2108,1835,1899.5,2229,2551,2.300625
8.635,1861.5,1920.5,2167.5,2893,1.289375
2715,2429,2389,2954,3656,3.16875
8.635,1861.5,1920.5,2167.5,2893,1.59625
1927,1875.5,1965,2176.5,2846.5,2.145
2048.5,1907.5,1950,2286,2969,0.50125
1978,1905,1962,2267,3259,4.80875
1629,1775,1881,1916,2810,3.155
2147.5,1977,2039,2336.5,3050.5,1.078125
2345,2133,2165.5,2574,3284.5,1.729375
2596,2310.5,2313.5,2762.5,3233.5,1.52625
2526.5,2269.5,2259.5,2679.5,3182.5,1.37375
2408.5,2208,2226,2635,3394.5,2.9325
2166,2029.5,2069,2469,3387.5,2.399375
2045,1922,1982.5,2274,2936.5,0.905
14.075,1889.5,1969.5,2215.5,2762.5,2.386875
2525,2086,2070.5,2696.5,3195.5,4.025
9.4175,2105,2138,2532,3201,1.988125
2378.5,2156.5,2157.5,2586.5,3408,5.26
1861,1846,1883,2108.5,3105.5,0.55875
2317,2080.5,2124,2546.5,3166.5,1.180625
1908,1787.5,1876.5,2085,2602.5,0.275625
2098,1940.5,2002,2362.5,2997,0.395
2526.5,2248.5,2239,2731.5,3273,0.84875
4.8675,2344.5,2264,2978,3469.5,0.8025
13.85,2076.5,2085.5,2657,3440,2.399375
2376.5,2125.5,2127.5,2657,3383.5,3.83
2619,2210.5,2150,2904,3744,4.7875
2198,2036,2059,2470,3154,2.6075
1924.5,1853,1943,2177.5,2873,4.54125
2258,2083,2124.5,2471.5,3104,5.83625
33.85,2096,2112,2515.5,3554.5,7.1125
2524.5,2286.5,2270,2748.5,3504.5,3.086875
18.15,2148,2112,2793.5,3648.5,3.925
2487.5,2205.5,2180.5,2768.5,3557,3.81375
2326,2101.5,2119.5,2470,2949,0.689375
2594,2171,2145.5,2811,3417.5,0.678125
2565,2152.5,2137.5,2787.5,3383,0.24
2259.5,2047,2087,2450,3126.5,2.61125
2478,2173.5,2156.5,2714.5,3502.5,3.215
2706,2247,2179.5,2935.5,3722.5,3.2375
2423,2177,2179,2670,3423,8.52
2556,2220,2212,2782,3433,2.0625
2678.5,2184.5,2115.5,2825.5,3223,3.85625
1799,1859,1922,2158,3094,3.06375
2056,1913,1976,2305,3080,7.2775
19.19,1971,2028,2371,3002,3.165
2214,2076,2092,2433,3111,2.50625
12.41,1953,2020,2258,3015,2.5945
24.315,2451.5,2372.5,2988.5,3688,4.5775
2080,1943,2016,2280.5,2864.5,1.47125
2274,2103,2157,2542,3326,6.035
2715,2392.5,2362.5,2892.5,3545,1.920625
2322,2085,2078,2545,3344,0.274375
2530.5,2291.5,2282,2734.5,3345,1.50375
3038.5,2444,2293,3320.5,4039.5,3.69
2313,2048,2065.5,2545.5,3430.5,3.0225
1813,1815,1895,2047,2923,2.7475
2017,1863,1967,2185.5,2706.5,1.56
2650,2356,2314.5,2904,3661,2.63
2775,2445.5,2382.5,3025.5,3716.5,5.69
1948,1873,1960,2165,2728,3.76125
2639.5,2355.5,2326,2874,3586,4.4875
34.75,2425,2378.5,3059,3700,5.4125
2164,1990,2054,2373,3043,7.9625
2357,2077,2123,2640,3359,12.43
2119,1998,2104,2319,2963,1.59875
2072,1933,1997,2272,2872,2.69125
2586.5,2346.5,2327,2814,3541,1.040625
2346,2102,2119,2535,3132,0.8025
2553,2323,2299,2786,3512.5,2.85
2304,2101.5,2140.5,2523,3112.5,0.44875
2387,2085.5,2116.5,2516.5,3081.5,0.766875
30.15,2227,2234,2674,3374,6.13875
2542,2259.5,2209.5,2777.5,3482,1.291875
9.4175,2112,2106,2562,3275,1.67875
2734.5,2350.5,2296.5,2955.5,3598.5,3.2725
2863.5,2459,2381,3106.5,3877,3.695
2533.5,2164,2173,2730,3262,1.705
2834,2491,2453.5,3058,3731,3.19875
14.21,2035,2072,2448,3383,2.1625
2590.5,2346,2349,2863,3589,2.711875
2607.5,2311,2291,2866.5,3520,0.724375
2444,2172,2180,2681,3367,1.1775
1951.5,1930.5,2019,2180,2950,0.6925
2224,2065.5,2088,2499.5,3149,1.818125
3.11,2136.5,2148,2723,3450,0.641875
2216,2025,2058,2438.5,3244.5,0.904375
2346.5,2175.5,2224,2469.5,3035.5,2.095625
10.7825,1879,1930.5,2202,2590,2.446875
7.225,1849.5,1913.5,2191,2746.5,1.395625
1884.5,1772.5,1890.5,2060,2565.5,2.468125
1957,1818.5,1921,2139,2646.5,2.1685
13.11,1853,1942,2171.5,2677,2.43725
1973,1906,1951,2251,3093,3.80375
2109,1960,1977,2401,3241,2.111875
19.285,1993,1982,2543,3163,3.445
1651,1753,1845,1903,2715,2.729375
2088,1983,2003,2341,3074,4.14625
2568,2275.5,2259,2753,3259.5,5.43625
2518.5,2225.5,2202.5,2734,3459.5,3.62125
2467.5,2207.5,2220.5,2697.5,3421.5,7.34375
18.91,1904.5,1965,2259.5,2821,4.33875
13.22,1853.5,1941.5,2154,2814,2.6125
2161,1875,1951,2348,2921,3.83875
2269,2071,2096,2473,3153,3.16625
2168,1974,2022,2380,2951,1.925
36.695,1882,1949,2289,2992,7.10375
2334,2104,2112,2575,3403,2.900625
1918,1818.5,1898,2152,2703,2
1910.5,1799,1889,2111,2712,2.178125
1971.5,1799,1897,2152.5,2663,6.47875
2081.5,1930.5,1978,2312.5,2989,4.2425
25.64,1814.5,1893,2123,2765,5.11125
2154,2023.5,2069.5,2417.5,2994.5,0.581875
2362,2183,2203,2607,3482,6.075
2411,2185,2180,2635,3408,3.2825
13.005,2055,2055,2479,3326,2.6375
21.525,2191,2153,2761,3431,4.15375
2108,1968,2032.5,2384,3262,4.9425
2.255,2125,2157,2610,3302,0.37
2225,1984,2045,2475,3132,2.85
2668,2339.5,2308.5,2859,3448.5,1.2125
2702.5,2275.5,2212.5,2921.5,3514.5,0.804375
2419,2195.5,2229.5,2604,3161.5,2.67875
2702,2415,2388,2921,3691,6.5275
2061,1954,1982,2344,3153,3.35125
30.72,1852,1938,2208,2812,5.4875
2548,2281,2294,2730,3482,6.1
2610,2345,2328.5,2797,3420,0.692875
2657.5,2343,2317,2864.5,3478.5,0.575
2675.5,2339,2319,2834,3520,0.83
2189,2029.5,2048.5,2496.5,3330.5,2.631875
2605.5,2331,2331,2802,3442.5,0.425625
2561.5,2105,2065.5,2824.5,3375,1.94875
13.05,2230,2154.5,3074.5,3603,2.4375
2478,2194,2220,2683,3297,7.9325
2613,2213,2152,2847.5,3441,3.575
17.85,2068,2098,2462,3174,3.2775
2122,1959,1998,2374,3155,2.575625
54.54,1988,2042.5,2349.5,3077,4.86625
2567.5,2299.5,2273,2777.5,3479.5,1.419375
9.6875,1890,1959,2262,3276,1.54875
2302.5,2107.5,2146.5,2517,3170,2.201875
2446.5,2193,2200,2650,3382.5,4.12125
2683.5,2337,2318,2879.5,3449.5,4.8525
2247,2072,2124.5,2458,3245.5,5.8775
2776,2394.5,2366.5,3002.5,3638.5,7.225
48.075,2145,2162.5,2628,3287.5,7.6625
2233.5,2058.5,2127.5,2424.5,3072.5,4.83
1889,1824,1924,2066,2565,4.14375
2132,2014.5,2049,2376,3112.5,6.41
2521,2142,2091.5,2780,3561.5,3.1125
2533.5,2152,2108,2790,3495,2.7375
2.165,1876,1964.5,2195,2687.5,0.3075
2131,1995,2046,2363,3022,1.75125
2467,2154,2153,2708,3519,1.32375
2048,1957,2034,2288,2914,0.635625
2.2875,1831,1925.5,2159.5,2720.5,0.319375
2.225,1872.5,1956,2159,2770.5,0.355
2.155,2042.5,2082.5,2421,2981,0.271875
2382,2122,2109,2596,3244,0.7975
2159,2013,2050,2405,3085,6.2025
2692,2336,2309,2904,3505,1.95125
2448.5,2068.5,2053,2624.5,3190,6.1125
2123,2058,2093,2429,3203,1.3
2754.5,2417.5,2383,2924,3596,1.235625
2051,1924,1985,2316,3045,3.87
1949,1857,1915,2228,3001,2.46375
2369.5,2180,2214.5,2582,3334.5,1.796875
23.285,2055,2083.5,2492.5,3460.5,4.39375
2365.5,2160,2144,2577,3149.5,3.53875
7.595,2244.5,2207.5,2780,3504.5,1.146875
1.54,1928,1999.5,2300.5,2887.5,0.2
2112,1981,2049,2383,3144,1.3025
2468,2195.5,2202.5,2690,3442.5,5.87875
2166,1998,2014,2424,3120,1.418125
2197.5,1983.5,2027.5,2411.5,2999,0.2625
16.54,2070,2107,2420,3180,3.11875
2177,2055,2120,2449,3134,7.3775
2242,2056,2073,2490,3302,5.25125
2.7175,1969,2021,2265,2958,0.505625
9.74,2443.5,2397.5,2962,3751,1.26
2360,2074,2082.66666666667,2598.5,3308,0.56
2647.5,2328.5,2304.5,2856.5,3506.5,5.295
2202,1947,1971,2478,3153,5.595
2117,1931,2000,2320,2850,1.103125
2170,1946,2017.5,2336,2808,0.864375
38.25,2478.5,2385,3136,3862.5,6.99625
2164,2027,2086,2328,3053,1.73125
2255,2067,2081,2519,3091,2.97625
1972,1907,1965,2215,2875,5.58875
2520.5,2178,2161.5,2719.5,3231,1.605
30.47,1951.5,2009.5,2250,3011,6.00625
2375,2158.5,2176,2604.5,3413,6.11
2362,2197,2212.5,2604.5,3318,0.995625
2601.5,2286.5,2283,2830,3472,8.515
2150.75,1998,2037.5,2409.5,3236,0.765625
2215.5,2006.25,2056.4,2439.75,3163,0.58
2391.5,2123,2171.5,2603,3266,0.7225
2665.5,2378,2359.5,2910,3763.5,1.7325
2354,2137.5,2147,2591.5,3340.5,4.705
2293,2145,2164,2593,3350,2.361875
2318,2094,2149,2511,3096,1.989375
7.925,2155,2206,2510,3226,1.309375
15.36,2085,2108,2440,2996,2.8325
2081,1901.5,1956.5,2290.5,2810,5.05
2412,2181,2184,2679.5,3444.5,4.58
2105,2050,2071.5,2409,3291,1.773125
2258,2056,2087,2457.5,3215,4.7675
2085.5,1902,1973.5,2266.5,2760.5,3.95125
12.87,1889,1929,2241,2783.5,3.018125
1878,1791.5,1888,2124,2525,2.208125
1894,1820.5,1903,2093.5,2578.5,1.565625
7.2825,2128.5,2108.5,2660,3253,1.4425
1973.5,1893,1936,2255.5,2797.5,1.265625
8.1175,1913,1963.5,2267,2813.5,1.6985
10.485,1942.66666666667,2015.95833333333,2373,3044,1.4975
7.6825,2039.33333333333,2065.66666666667,2527,3282,1.248125
2197,2005.36363636364,2054.78571428571,2473.27272727273,3235.625,0.50875
2284,2036,2030,2559,3179,0.473125
2284,2036,2030,2559,3179,0.935625
1998,1926,1976,2241,3062,2.409375
34.4,1918,1984,2246,2976,6.605
2611.5,2213,2160,2824,3572,4.15
2570,2153.5,2110,2823.5,3625,1.95
7.42,2107.75,2093,2746.5,3369.66666666667,1.109375
9.4725,2007.25,2050.25,2407.25,3284.5,1.0625
2741,2349,2304,3004,3802,7.21
2737.5,2155,2092,2920,3347,3.9375
1867,1841,1908,2165,2930,3.64625
2177,2021,2029,2461,3216,4.51
2187.5,1996,2044,2395.5,2978.5,1.021875
2236,2033,2073,2466,3188.5,1.01125
2254.33333333333,2034.33333333333,2066.77777777778,2508.42857142857,3283.66666666667,1.246875
22.35,1964.55555555556,1998.36363636364,2322.85714285714,3468.5,3.9275
26.295,2191.2,2101.5,2789.5,3561.85714285714,4.78
17.15,1909,1969.5,2198.5,3339.33333333333,2.7025
15.475,2214,2150.5,2873.5,3529,2.95625
2016,1917,2007,2251,2960,2.9725
17.505,2005,2042,2408,3280,3.35
2791,2449.5,2399.5,3065.5,3871,2.96
2159.5,1988.5,2031.5,2407.5,3217.5,5.96
11.47,1945,1989,2305,3087,1.79625
1759.5,1831.5,1927.5,2036,2858,4.62625
28.625,1963,2036,2348,3004,4.88125
22.39,2052,2098,2502,3122,4.03875
2120,1936,2011,2292,2756,7.345
2284,2126,2154,2555,3384,4.37625
18.45,1897.5,1945.5,2309.5,2788.5,3.8225
5.455,1945,2020,2342.5,3037.5,0.510625
6.4475,2020.5,2078,2445,3127,1.07625
11.72,2017,2031.5,2466,3355.5,1.166875
13.81,2014,2063,2512,3154,2.620625
10.4175,1962,2028,2372,2966,0.688125
2273,1989,2041,2446,3155,2.234375
6.9125,2097,2109.5,2557.5,3268,1.168125
2279,2096,2130,2480,3109,2.13125
7.04,2143,2157,2620.5,3235.5,1.465
2298.5,2116.5,2149.5,2501,3093,2.556875
2373,2131,2142,2588.5,3250,3.36
2871,2437,2389,3098,3856,7.0275
2697,2393,2364,2956,3689,4.83875
2950,2556,2510,3127,3769,5.74375
13.66,1974,2018,2355,3122.5,2.8975
22.155,1844,1919.5,2113,2953.5,4.8375
2521.5,2129,2102.5,2783.5,3487.5,3.455
2131,1990,2044,2366.5,3162.5,4.3225
10.37,2225,2258,2640.5,3101,1.6575
2834,2299.5,2226.5,3097.5,3818.5,6.085
2446.5,2153,2126,2748.5,3587.5,3.32375
2279,2080,2089,2598,3367.5,6.68
2471,2213.5,2224.5,2717.5,3475,1.96625
2601.5,2231.5,2220,2759.5,3254,2.87
2293.5,2084,2124.5,2504,3170.5,1.743125
1948,1933,1986,2266,3307,4.11125
2575,2289,2284.5,2771,3476.5,7.04
2237,2084.5,2130,2481,3081.5,4.90625
16.015,2004.5,2044.5,2420.5,3209.5,3.0825
2148.5,2067,2110,2411,3172,1.685
