B4,B3,B2,B5,B8,yield
2775,2445.5,2382.5,3025.5,3716.5,6.42
2629.5,2311.5,2295,2850.5,3546,2.855
2139,2064,2066.5,2473.5,3573,7.04375
2721,2323,2278,2906,3556.5,0.88625
2150,1999,2061,2355,3071,2.501875
8.855,1942,2000,2290,2889,1.7125
1900,1850,1945.75,2144.375,2966.75,0.3275
1937,1888,1978,2124,3198,2.58875
8.9125,2135,2133.5,2617.5,3325,1.50875
2375,2159,2165,2555,3066,2.03375
2075.5,1953,2023.5,2257.5,2924.5,6.25875
2362,2122,2131,2602,3289,1.325625
2659,2357,2299,2943.5,3669.5,1.655625
2425.5,2075,2086,2634,3251.5,0.474375
2064,1920,2001.5,2244,2874,5.64
2105,1935,1985,2344,3070,0.39375
2865,2551.5,2466.5,3084,3871,1.7575
4.8,2049.66666666667,2075.375,2516.5,3311.75,1.006875
2516.5,2244.5,2228,2742.5,3483,5.57
2266,2052,2061,2489,3180,0.660625
2196,1980.5,2010.5,2447.5,3110,1.3925
2340,2066,2064,2575,3263,5.37125
28.615,2252,2246.5,2745,3244.5,4.84
2520.5,2278.5,2276,2767,3507.5,3.06125
2528.5,2309,2295,2803.5,3596.5,1.836875
2385.5,2099.5,2111,2645.5,3377.5,1.080625
2707,2364,2286.5,2925.5,3541,6.6225
4.035,2252,2234,2766.5,3413.5,0.666875
2735,2371.5,2309,2935,3523.5,0.870625
2211,2059,2106.5,2450,3261.5,0.594375
2611,2266,2246,2810.5,3387.5,0.52875
2346,2179.5,2211.5,2554.5,3256.5,0.038125
2609,2279,2265,2813,3424,0.7025
2456.5,2154,2150,2660,3348,0.798125
2596.33333333333,2132.5,2102.875,2805,3451,1.559375
2470.5,2203,2205,2713,3389,4.28625
2584,2274.5,2290,2814,3631.5,2.435625
2330,2080,2077,2577,3267,0.716875
5.4175,2119,2142,2559.5,3265.5,0.8075
12.13,2053,2123.5,2383,3153.5,1.708125
9.2,2217.5,2231,2682,3410,1.241875
21.67,2033.57142857143,2061.52631578947,2508.85714285714,3123.3,3.8175
2049,1960,1997.16666666667,2309,3183,4.6525
2275.54545454545,1998.68181818182,2034.4,2530.16666666667,3188.7,2.4225
23.14,2089,2125.8,2474,3313,4.6175
21.6,2092,2085.33333333333,2582,3407.83333333333,3.98875
24.05,2129.2,2129.25,2637.875,3309.66666666667,4.75125
2037,1962.1,1998.05882352941,2323.5,3017.4,3.26625
2219.5,2062.16666666667,2066.41666666667,2474.4,3115.15384615385,2.649375
2468.5,2161.5,2183,2686,3370,0.028125
2449,2177.5,2189,2653.5,3269.5,0.1975
2405,2175.5,2205,2594.5,3268.5,0.065625
0.1075,2264.5,2230,2888.5,3587,0.0175
2639,2352,2337,2836,3541,4.805
2541,2252,2244,2717,3318,4.535
2325,2137,2177,2545,3313,5.54875
3040,2568.5,2498,3241,3856.5,2.75
2503.5,2218.5,2227,2715,3556,4.76125
2444.5,2179,2185,2745,3547.5,1.238125
16.745,2164,2174.5,2634.5,3371,2.9425
2480.5,2243,2217.5,2735,3582.5,0.630625
2670,2286.5,2252,2842,3469.5,0.46875
2670,2286.5,2252,2842,3469.5,1.1675
2429.5,2170,2189.5,2665.5,3399,1.288125
6.3075,2096.5,2112.5,2571,3165,0.765625
2587.5,2234.5,2191,2838.5,3524,3.76125
9.325,1919.725,1992.48333333333,2295,2971.4,1.829375
2788,2369.5,2294,2999.5,3589,8.30625
2375,2163.5,2187,2620,3386,3.9275
2191,1994,2025,2421,3228,8.49875
2446,2146,2134.5,2677.5,3388,3.985
2800,2287.77777777778,2206.85714285714,3030.75,3662,1.684375
2580,2259.5,2253.5,2834.5,3577,7.2725
2274.5,2061,2143,2476.5,3137,4.01
2416.28571428571,2123.66666666667,2125.07142857143,2634.91666666667,3443.83333333333,1.92125
2611,2227,2228,2804,3441,1.43125
2571,2253,2248,2704,3123,3.375
2611.5,2188,2173,2763,3227.5,0.910625
2576,2265,2238,2799.5,3481.5,4.5175
2226,2099,2126.5,2490.5,3293.5,2.86875
2376,2111,2095,2606,3341,2.8175
2867.5,2460,2410.5,3039,3743,5.06
2360.5,2072,2073.5,2597,3427,3.40875
28.1,2252.5,2253.5,2811,3502.5,4.0825
2207.5,2080.5,2096.5,2481.5,3290.5,1.10125
2521,2154,2168,2747,3405,8.8775
2649,2293,2280.5,2887.5,3481,5.15625
2591.5,2294.5,2275,2824,3543.5,6.74
9.6575,2042,2084,2443.5,3229,2.17625
1905,1822,1922,2155,2792,2.346875
2679.5,2338,2296.5,2916.5,3838.5,5.835
3013.5,2629.5,2580,3225.5,3903,5.2325
2423,2201.5,2206.5,2639,3400,1.595
2657,2350.5,2322,2875.5,3437.5,4.0675
2505,2226,2212,2750,3593.5,1.985625
2839.5,2418.5,2350.5,3036,3656.5,3.9675
2598,2330.5,2312.5,2806,3460,1.92125
2636,2295,2265,2846,3462,1.8325
30.805,2047,2075,2547,3421,5.03
1739.5,1740.5,1856,1922,2691,0.261875
2122,2043.5,2084,2404.5,3302.5,1.775625
5.215,1854,1937.5,2128,2904.5,0.75875
1997,1947,2017,2284.5,3101,1.7975
2842,2395.5,2362.5,3076,3713.5,5.38125
2454.5,2205.5,2200.5,2690.5,3500,3.61
2354,2060,2054,2563,3174,1.1575
28.455,2158,2148,2656,3412.5,4.5425
8.65,1985,2026,2362,3036,1.753125
2666,2297,2265,2867,3535.5,0.8725
2246.5,2108,2117,2537,3370,3.36375
6.38,2366.5,2327.5,2929.5,3572,0.65375
2358,2046,2044,2575,3120,3.03
2773,2351,2299.5,2984,3562,2.47
2162,2016.5,2082,2393.5,3052,1.6525
2190.5,2056.5,2081,2486.5,3409,1.615
47.55,2002.5,2036,2456,3065.5,4.72625
2145,1956,1999,2386,3069,3.74875
2125,2006,2041,2427,3294,6.17
2096,1978,2005,2391,3204,2.846875
2150,1973,2001,2441,3165,0.96625
2044,1926,1998,2317,2899,7.15
2478,2104,2128,2675,3264,2.064375
2491,2200.5,2180,2685.5,3298,1.866875
9.5675,2012,2071,2382,3003,1.903125
2.1275,2084,2075,2628,3418,0.338125
1983,1959.5,2022,2271,3177.5,1.433125
2359.5,2143,2133,2649.5,3616,6.11625
2048,1934,2000,2241,2843,1.176875
10.775,2089.5,2120.5,2527.5,3358,1.425625
2352,2155,2209,2590,3194,6.18375
2493,2121.5,2130,2664.5,3114,1.32875
2459.5,2194.5,2207,2655.5,3235,1.805
2349.5,1995.5,2035.5,2505,2934.5,5.27375
2570,2285.5,2272.5,2803,3619,3.71375
12.03,2239,2214.5,2797,3387,2.055
2035,1977,2046.5,2285.5,3012.5,2.41625
2249.07692307692,2023.6,2056.2,2471.92857142857,3111.11111111111,1.07
2524.5,2261.5,2277.5,2763.5,3535.5,5.3275
2263,2133,2152.5,2544.5,3474,4.7375
2541.5,2216.5,2196.5,2732.5,3305.5,1.419375
6.9425,2111,2146,2496,3230,1.131875
2520,2145,2110.5,2815.5,3604,3.48
2550,2248.5,2212,2786.5,3550,2.71125
2441,2214.5,2263.5,2649.5,3210,7.68125
2565.5,2193.5,2175.5,2764.5,3516,0.7425
2220.5,2070,2117.5,2442.5,3163,0.954375
2742,2366.5,2339,2956,3662,0.009375
2602,2290.5,2275,2838.5,3511.5,0.2675
2758,2367.5,2316.5,2976,3671,0.035
2678.5,2286,2248.5,2913.5,3641.5,0.041875
2675.5,2332.5,2297.5,2890.5,3464,1.8475
2551.5,2235.5,2224,2773.5,3424,0.015
2070.8,1928.75,1977.28571428571,2330,3113.5,3.279375
2276,2058.75,2075.57142857143,2486.6,3172,2.97875
2130.85714285714,1996.9375,2029.5,2415.41666666667,3150.6,1.9075
25.755,1965.2,2034.28571428571,2455.33333333333,3441,4.7825
18.875,2063.84615384615,2063.63636363636,2578.25,3306,3.895
2386.7,2090.125,2063.25,2675.57142857143,3273.28571428571,5.365
19.605,1965,2001.84615384615,2342.33333333333,3125,3.42125
2124.5,1947.5,1983.5,2396,3204.5,2.608125
30.3,2120,2077,2638,3245,6.3475
2124.5,1947.5,1983.5,2396,3204.5,2.470625
2228,2094,2116,2523,3199,1.790625
7.3975,2101,2163,2488,3135.5,1.048125
2210.5,2020,2011,2561.5,3445,3.86
1928,1892,1971,2143,3072,0.223125
2274,2060,2073,2537.5,3389,3.3625
5.16,1988,2037,2385,3083,0.88875
2416,2131,2146,2644,3286,2.10875
2173.5,2041,2145,2316.5,2926,1.618125
2585,2251.5,2237.5,2810.5,3484.5,1.61375
2745,2414,2378,2977,3699,6.37125
2260,2066.5,2100.5,2469.5,3053.5,3.88625
2040,1997,2026.5,2385,3320.5,3.1275
2243,2083,2158,2433.5,3120,1.568125
15.52,1992.5,2061.5,2265.5,3153,2.51625
20.57,2066,2076,2553,3327,4.52875
2671.5,2318.5,2291.5,2902,3633,1.94125
7.9525,2177,2193,2674,3415.5,0.98875
11.5225,2046.5,2113,2397,3070,1.695625
2748,2353.5,2313,2955,3597,0.868125
2382.5,2189,2225,2623.5,3356,1.954375
2938,2478.5,2404.5,3121,3687.5,6.76625
2370.5,2152,2148.5,2597,3358,0.39875
2666,2352,2323.5,2864.5,3528,0.61625
2178,2053.5,2124.5,2431,3242,3.08125
2136,2071,2103,2487,3465,5.23875
2434,2193.5,2197.5,2653,3396,1.625
2044,1977,2037,2316,3202,1.2425
2136,2071,2103,2487,3465,5.33
3.4575,2082.5,2109,2477,3388.5,0.354375
15.58,2191,2192,2709,3557,3.10875
17.135,2038,2087,2410,3250.5,3.16625
2676,2367.5,2363.5,2883.5,3584,3.7125
2847,2479.5,2429,3054,3683,2.39
2276.5,2086.5,2139,2482,3142,1.485
2519,2253.5,2259,2769.5,3432.5,2.126875
2331.5,2077,2129.5,2507.5,2964.5,1.44375
2350,2167,2182,2598,3386,4.17625
2397,2128,2145,2620,3348,6.6875
2147.5,2078.5,2124.5,2411,3354,1.06
2207,2059,2127,2381,3088,0.77
2242,2101,2162,2486,3021,2.87
2191,2087,2171,2382,3079,1.506875
2149,2038,2134,2400,3160,1.71
29.75,2360,2335,2877.5,3487,4.4275
2207,2124,2148,2566,3348,4.02625
2217,2041,2054,2457,3195,2.03625
29.11,2249,2223,2930,3739,5.66125
21.24,2271,2241,2891,3668,3.9925
2473,2166,2166,2701,3516,6.53
2308,2160.5,2199.5,2555,3434.5,1.345
2482,2225,2245.5,2723.5,3495,4.4725
14.105,2233.5,2211,2770,3492.5,2.79125
2397,2138,2190.5,2574.5,3221.5,6.255
2293.5,2083,2112.5,2491.5,3273,1.475625
2554.5,2256.5,2237,2723.5,3308.5,0.879375
2540.5,2237.5,2229.5,2756,3428,3.45875
2394,2185,2211,2614,3277,3.1175
2570,2249,2215.5,2766,3472,3.58875
2676,2324.5,2298.5,2896.5,3669,8.21
2266,2103,2141,2559,3532,4.39
17.945,2147,2158,2630,3238,3.17375
2519.5,2221,2201,2683,3217,0.44875
1919.5,1888,1991.5,2166,2872,6.71
2406,2142,2134,2649,3361,2.87875
2321,2111,2130.5,2560.5,3271.5,3.645625
2487,2201,2227.5,2697,3404,5.70875
2172,2073.5,2108.5,2437,3208.5,1.39
2772,2499.5,2440.5,3040,3804.5,4.06
26.32,2185,2209,2566,3357,5.82125
2235,2002,2026,2430,3116,2.005
2543.5,2256.5,2259,2746,3426.5,1.975
2252,2073,2132,2521,3386,4.73875
2616.5,2292.5,2282.5,2824,3620,4.5825
2424,2163,2184.5,2640,3313,5.035
2419,2182,2178.5,2677,3499,2.766875
2901.5,2515,2452.5,3140,3877,6.16625
2618,2207,2166,2803.5,3294.5,0.659375
2335.5,2161,2165.5,2657.5,3493,4.935
2340,2047,2040.5,2631.5,3498.5,3.61375
3.875,2026.5,2095.5,2332,3272.5,0.615625
2475.5,2215,2221,2677.5,3335.5,4.9925
6.4075,2105,2093,2569,3224,1.208125
2548.5,2242.5,2242.5,2765.5,3460,1.90875
26.415,1998,2042,2406,3138,4.9725
2771.5,2412.5,2357.5,3000.5,3604,4.12375
2244,2108.5,2139,2497.5,3281,2.625
2803,2488,2425,3038,3783.5,2.655
2272.5,2117.5,2129,2561.5,3404.5,3.10625
2488,2207,2209,2686,3366,2.0625
2301.5,2111,2174,2538,3237,7.7125
2152,2001,2063,2346,3163,1.8925
2190,2034,2094,2448,3367,1.035625
2223,2100.5,2150,2496.5,3333.5,4.45
2273,2080.5,2132.5,2482,3132,2.725
10.5275,2109,2134,2621,3441,1.501875
2162,1927.25,1960.14285714286,2360.16666666667,2886.71428571429,4.915
2366,2234,2256,2610,3398.5,0.705
2232.5,2073.5,2097,2547,3551.5,6.3625
2338,2141.5,2166,2568,3321.5,2.403125
2836.5,2414,2368,3029,3667.5,7.65
2889.5,2472,2401.5,3073.5,3693.5,5.7625
2606,2268,2224.5,2814,3483,4.63375
2500,2205,2205,2723,3440,6.15625
2083,1965,2028,2265,2848,7.665
34.035,1951,2019,2313,2925,6.22
2425,2104,2088,2618,3107,9.2325
2753,2316,2253,2950.5,3630,0.04625
32.565,2002,2003.25,2467.14285714286,3177.11111111111,6.2425
2030,1931.66666666667,1996.1,2257.8,2986.28571428571,4.32875
25.69,1865.5,1931.88888888889,2144,3088.16666666667,5.0575
16.79,2159.5,2129.61111111111,2828.5,3596.75,3.146875
2701,2382,2335,2937.5,3641,1.476875
2056.5,1974.5,2046,2317.5,3162,3.52375
2381.5,2142.5,2161.5,2637,3362.5,1.599375
2524.5,2279.5,2280,2766.5,3505,6.65125
2116,2002,2032,2428,3075,2
2605,2241,2223,2827.5,3438,4.445
2449.5,2103,2091.5,2679,3472,5.54625
2331,2107,2103,2561,3403,2.008125
33.2,2104.5,2097,2583.5,3418.5,6.55125
2348,2107,2124.5,2603,3399.5,3.565
2655,2250.5,2187,2936.5,3711,6.1275
2529,2215.5,2191,2776,3561.5,2.56125
2511.5,2196.5,2183.5,2727,3425,3.39875
2276,2000.5,2007,2503,3417.5,2.65
26.155,2089.5,2064.5,2677.5,3455.5,2.86625
2453,2200.5,2216.5,2693.5,3455.5,2.84125
1881.5,1884,1999.5,2049.5,2587.5,0.869375
2478.5,2181.5,2184,2737,3575.5,2.7925
10.5175,2122,2145.5,2509,3353.5,1.57625
3.975,2120,2158.5,2628,3359,0.508125
3.325,1956,2064.5,2180.5,2803.5,0.35375
4.16,2013,2104,2233,2930,0.7475
5.025,1987.5,2088,2307,2886,0.863125
2223,2070,2155,2391,3015.5,1.411875
1997.5,1883.5,2011,2168,2859.5,0.249375
5.9275,2141.5,2214,2490,3063.5,1.105625
2260,2025.5,2040.5,2505.5,3150.5,1.5975
2409.5,2135,2164,2591,3274.5,0.646875
2359,2115,2145,2507.5,3038,2.440625
2118.5,1980.5,2041,2326,3120.5,0.8825
2148,2001,2058.5,2326.5,2996,0.704375
1986,1940.5,2019.5,2215,2882.5,1.476875
2391.5,2211,2271.5,2559.5,3255,3.77
12.315,2198,2176.5,2733,3570,1.975625
2526,2195,2163,2825,3488,3.945
2505,2175,2172,2774,3470,6.2225
2550.5,2166.5,2118,2764,3498,2.94
2531,2252,2242.5,2803.5,3582,3.2625
12.3,2082,2083,2460,3246,6.785
2216,2076,2121,2475,3307,8.1625
2726.5,2331,2289,2884,3549,0.99375
2732,2349,2283.5,2945.5,3666.5,0.365
2614.5,2300.5,2267.5,2849.5,3585,2.221875
2623.5,2249,2224.5,2826,3496.5,2.75375
21.91,1998,2040,2384,2863,4.08625
2336,2051.8,2073.85714285714,2569.33333333333,3377.33333333333,1.998125
11.725,2006,2067.5,2396.5,3248.5,2.263125
2900,2507.5,2434.5,3105,3766.5,4.7925
2234.5,2094,2147,2467.5,3178.5,1.120625
2078,1956,2022,2287,2863,5.81125
2343.5,2160.5,2197,2553,3371,3.65125
2295,2136,2188,2548,3419,4.66875
26.155,2089.5,2064.5,2677.5,3455.5,4.435
2315,2132,2126,2526,3229,3.63125
14.605,1879,1965,2176,2737,3.0025
2790.5,2419.5,2362,2979.5,3606.5,4.7275
2557.5,2258.5,2236.5,2815,3575.5,5.22375
2181.5,2062.5,2109.5,2401,3275.5,0.06625
1832,1878,1945,2115,2877,6.95875
1906,1848,1956,2109.5,2622,0.1875
2502,2289,2303,2663,3539,6.91375
22.855,2039,2094.5,2386,2927,4.59125
2103.5,2014,2047,2418,3289,3.58625
40.435,2422.5,2386.5,3015.5,3629,6.925
2401,2235,2273,2587,3344,7.21375
2295.5,2078,2110,2502.5,3145.5,6.50375
2728,2382,2333,2939,3706,2.50125
2953,2539,2474,3188,3856,5.14625
8.9625,2112.5,2148,2517.5,3309.5,1.72875
2806,2471,2409,3044,3676,4.9025
2379,2113.5,2117.5,2578.5,3235.5,3.64
2708.5,2415.5,2383.5,2950.5,3735.5,4.59375
25.915,2088,2136.5,2519,3172.5,4.67875
2447,2204,2229.5,2637.5,3376,1.7975
2571.5,2228,2215,2769,3519,0.74
2325,2115.5,2152.5,2535,3238,3.2825
2255,2127,2136,2491,3320,4.25
20.07,2077.5,2100.5,2588.5,3590.5,4.145
2634.5,2316,2308.5,2886,3598,4.4275
2195,2055,2099,2378,3180,1.530625
6.545,2053,2102,2485,3311,1.114375
15.27,2027,2081,2449,3190,2.374375
2169,2015,2076,2411,3254,1.47
7.345,2068,2112,2545,3352,1.37625
10.495,2149,2165,2687,3435,1.984375
8.7625,2091,2131,2578,3387,1.6725
2430,2150,2178,2625,3467,2.27875
2256,2075,2124,2467,3306,1.28875
7.7275,2167,2186,2682,3402,1.131875
2813,2401,2327,3123,3929,7.9675
7.83,2307.5,2277,2933,3615,1.388125
2539,2198.5,2201,2709,3293,2.518125
2793,2435.5,2399,3005.5,3712.5,3.90625
24.035,2207,2206,2736,3492.5,5.29625
2283,2085,2078,2564,3312,3.63375
2172,2055,2127,2461,3230,5.26375
2550,2245.5,2204.5,2739,3419,0.89625
1892,1886.5,1993,2108,2793.5,7.005
2531.5,2232.5,2200.5,2753,3487,0.92625
2467,2236,2252.5,2695.5,3312.5,1.698125
2289.5,2117,2159.5,2577,3426.5,5.2675
2361.5,2166.5,2197,2649.5,3493.5,4.13125
1855,1902,1964,2251,3147,4.53125
2451,2213,2212,2665,3415,3.73625
2069,2005,2065,2347,3029.5,3.34125
2308,2214,2251,2599,3434,7.5225
2257,2065,2096,2446,3269,1.296875
3009,2592.5,2480,3209,3852,0.8525
2524.5,2257,2280,2678.5,3230.5,1.515625
2810.5,2463.5,2401.5,3020.5,3685,1.9675
1898,1877,1961,2202,3035,5.36125
2625.5,2298.5,2281,2861,3556,3.5175
2306,2045,2071,2591,3343,4.7775
24.325,1990,2012,2450,3174,4.49375
2481.5,2185,2187,2653,3279.5,0.625
2019,1979.5,2025.5,2384.5,3413.5,4.745
2175,2052,2092.5,2389.5,3234,3.03625
2193,2057.5,2099,2438.5,3228.5,5.2125
2447,2164,2154.5,2703.5,3465.5,4.08625
2691,2305.5,2291,2921.5,3583.5,5.62625
2380,2160,2174,2683,3419,5.1975
2045,1932,2002,2276,3013,3.9075
1956,1955.5,1992,2277,3342.5,4.1025
1991,1935,1989,2282,3234,4.44375
33.225,1914,1967,2300,3225,7.2175
2431,2142,2130,2662,3555,1.605
5.6225,2307.5,2263,2849.5,3562,1.195
79.05,1983,2050.5,2371,3068,7.4325
2598,2309,2314,2827,3617,4.2925
2515,2196.5,2197,2694.5,3340.5,3.01125
2672,2270.5,2221,2922.5,3569,0.326875
2393.5,2104,2121.5,2609.5,3172,0.486875
23.635,2309,2236,2904,3668,5.005
2216,2064,2078,2425,3171,2.05625
9.9075,2375,2346,2902.5,3539,2.05375
2535,2249,2205,2756,3532,2.271875
2193,2012.5,2067.5,2448.5,3156,1.1075
12.405,2453,2417,3030,3680,2.626875
2719,2386,2366,2911,3610,7.63375
2756.5,2357.5,2314,2956,3649,3.65125
2924,2534.5,2449,3134,3776,0.295625
2541.5,2267,2255,2782,3469.5,2.36
2730,2283,2225,2989,3599,4.42375
2498.5,2219,2169.5,2734.5,3344,2.585625
2449,2195,2196,2665,3252,3.06375
2598,2309,2314,2827,3617,3.86375
2772.5,2452.5,2451.5,2977,3595.5,2.009375
2661,2337,2331.5,2891,3516.5,6.82625
2288,2015,2060,2532,3297,4.78875
2276.5,2138.5,2209.5,2438.5,3174,2.839375
17.505,2039.5,2076,2480,3230,2.614375
2347,2085.5,2103.5,2596.5,3549,2.081875
2419.5,2134.5,2138.5,2649.5,3270.5,4.19625
2553,2193,2156,2769.5,3410.5,5.523875
2786.5,2436,2414.5,3019.5,3681.5,4.79875
2476,2233.5,2251,2720,3375,3.43125
2638.5,2399.5,2349.5,2892.5,3580.5,2.124375
2894.5,2489,2387.5,3122.5,3878.5,1.01875
2077.5,1998.5,2058,2314.5,2916,4.9275
2239.5,2079.5,2150,2405.5,2979.5,4.0325
2528.5,2230,2210,2767,3396,5.0475
2718,2362,2304.5,2941.5,3622.5,2.49125
2463.5,2189.5,2184,2720,3405,0.6425
2492.5,2239,2239.5,2726.5,3554,5.25125
2532,2259,2248.5,2785.5,3380,1.3575
20.305,2036,2082,2418,3251.5,3.88
2417.5,2228.5,2243,2624,3405,2.36125
2443,2221,2215,2637.5,3292,2.653125
2041.5,1950,2033.5,2273.5,2996,1.228125
19.385,2036,2090,2368.5,3091.5,3.79125
2555,2262,2222,2781,3545,6.44625
2508,2253,2219,2738,3559,5.30875
2393,2154,2175,2603,3333,7.9225
13.87,2171,2154,2627,3366,2.085625
8.41,2052,2055,2488,3377,0.853125
2065.5,1957.5,2032,2343.5,3114.5,1.87375
2223.5,1957.25,2010,2409,3051,1.644375
28.31,2136,2147,2700,3379,5.5275
2645.5,2362,2342,2912,3748.5,1.598125
8.33,2305.5,2317.5,2797.5,3534,1.218125
2643.5,2348.5,2338,2818,3463.5,0.8925
2108,2061,2086,2357.5,3210,2.475625
2105.5,1949,2052,2305,2950,1.784375
2249,2027,2093.5,2393.5,2959.5,1.168125
16.77,2111.5,2134.5,2645.5,3234.5,3.2475
1903,1899.5,1987.5,2158.5,3043,1.075
2594,2221,2207,2882,3597,3.0525
2059,1916,2002,2313,3069,3.39
16.535,2179,2184,2595.5,3274.5,1.865
6.0325,2101,2128,2596,3460,1.0325
2466,2170,2171,2701,3540,2.299375
2211,2037,2094,2481,3331,1.0025
2016,1951,2044,2242,3052,4.69625
2370.5,2157.5,2177.5,2547.5,3315,4.05375
28.165,1999,2049,2385,3044,5.135
2113,1980,2031,2368,3056,5.0675
2335,2139,2175,2619,3404,4.6375
2325.5,2142,2156.5,2528,3229,2.28625
2854.5,2459,2410,3086.5,3744.5,4.555
15.53,2205,2196,2720,3511,2.58875
1845,1832,1919,2095,2986,1.80375
2459,2212.5,2233,2653,3318,0.49375
2238,2007,2049,2451,3145,2.99375
2498,2197,2157,2767,3624,3.025
2469,2174,2174,2709,3473,1.610625
9.2575,2126,2147,2607,3342,1.811875
24.18,2141.5,2136.5,2604.5,3207.5,4.54375
10.3125,2312,2301,2689,3412,1.1825
2135,1916,1991,2327,2883,5.105
2051,1906.5,1975.5,2304,3105.5,4.795
2198,2002,2035.5,2443,3264.5,4.095
2656,2336.5,2331,2855,3493.5,1.689375
12.265,1880.5,1957.5,2122.5,3204,1.76375
2671,2364.5,2345.5,2859,3511,0.13375
2479,2208,2160.5,2737,3726,5.35
2144,1964,2003,2344,3081,6.7375
2483,2281,2298,2678,3429,5.7075
2289,2108,2136,2501,3332,2.14625
2082,1943,2027.5,2315,2912,3.43
1858,1868,1948.5,2149.5,3019,4.63125
2448.5,2214.5,2230,2639.5,3436,0.464375
2708,2397,2367,2917.5,3573,0.615625
2347,2111,2139.5,2590.5,3289.5,4.00125
9.8175,2079.5,2090.33333333333,2646.5,3263.58333333333,1.05875
2643.5,2361,2354,2891,3584,7.7225
2301,2112,2127,2527,3347,2.37125
2314,2116.5,2129,2485,3152,1.61875
1835,1841,1924,2106,3032,2.83625
2435.5,2169,2164.5,2645.5,3265,4.8725
2633.5,2301.5,2259,2880.5,3734,0.119375
2818,2435,2392,3029,3772,5.7925
2325.5,2045.5,2069.5,2543,3131,6.46875
2159,1876,1936,2347,2870,2.3775
2515,2195.5,2184,2728,3360,3.07625
2407.5,2141.5,2133.5,2603,3343.5,0.615625
18.41,2133,2156,2649,3295,3.7525
2072.5,1973.5,1994,2430,3300.5,3.28125
17.88,2144,2152,2640,3441,3.565
2428.5,2169,2161,2652,3382,5.05625
2081.5,1971.5,2032.5,2297,2950.5,2.95375
2362,2162,2198,2577,3266,3.039375
2574.5,2234.5,2211,2749.5,3342.5,1.2725
2763.5,2356.5,2293.5,2986.5,3556,3.63125
21.57,2240,2205.5,2771,3461,4.42125
2392.5,2192.5,2167.5,2676.5,3698.5,3.08625
2647,2248.5,2181,2934.5,3853,4.76375
2458,2212.5,2205.5,2686,3465,0.055625
2065,1900,1981,2307,2950,2.3
2467,2216,2225,2677,3369,5.215
2774.5,2427.5,2407,2981,3660,4.7375
2158,1980,2007,2334,2916,3.315
2190,2025,2063,2435,3182,5.91125
2567.5,2261.5,2261,2768,3466.5,4.4525
2401,2145.5,2172,2601,3242,2.135625
2479.5,2216.5,2205,2688.5,3409,0.020625
2734,2295.5,2242,2927.5,3481.5,0.533125
2594.5,2277.5,2239,2851,3670,2.1975
2302,2137,2186,2581,3295,8.9825
2884.5,2489.5,2372,3145.5,3800.5,0.54375
7.015,2019,2046,2479,3317,0.91125
2949.5,2536.5,2474,3161.5,3852,4.68625
2771.5,2462,2423.5,2974,3724.5,4.7425
2820,2480,2446.5,3039,3704,7.39
2552,2289,2312.5,2779,3447,3.23375
2033,1868,1971,2205,2804,2.3775
2375.5,2150,2161.5,2650,3362.5,8.3875
6.1425,1935.5,2031,2234.5,2992.5,1.154375
2411,2177,2211.5,2617.5,3353,0.03625
2568,2314.5,2323,2760,3491.5,3.91375
3067,2596,2510,3342,4118,8.6575
33.775,2194.5,2230.5,2703,3338.5,4.56
22.225,2500.5,2455,3084,3722.5,4.27125
2368.5,2158,2189,2612,3295.5,4.0825
11.61,2379,2367.5,2938.5,3612,2.313125
2273,2055,2074,2497,3270,1.7175
38.72,2349.5,2302.5,2933.5,3513,5.82875
2671.5,2293.5,2255,2876,3569.5,0.068125
2486,2228,2252,2730,3393,4.24625
2930.5,2497,2412,3144.5,3820.5,5.87
2680,2322,2251.5,2895.5,3653,3.1075
2606,2357,2321,2882,3559,6.89875
2807.5,2433,2337.5,3013,3653,0.785
2415,2171,2164,2580.5,3234,2.91125
2594,2279,2253,2809,3604,5.4175
2865,2467,2391,3083,3867,5.9075
2184,2004,2041,2445,3165,3.01125
2667,2291,2249,2862,3423,2.745625
2318,2077,2093,2511,3033,1.715625
45.27,2137,2154,2640,3340,9.135
2414,2146,2145,2648,3338,5.26375
2644,2351,2363,2885,3494,4.1575
2408.5,2100.5,2117.5,2589,3212,1.70125
32.445,2148,2140,2707.5,3442,6.025
2281.5,2041.5,2090.5,2446.5,3104.5,1.35375
2332.5,2097.5,2126.5,2568.5,3228.5,2.453125
2152.5,2004,2022,2464.5,3311.5,2.311875
8.125,2302,2286,2839.5,3530.5,1.53625
2829.5,2391,2318,3029.5,3688,4.215
19.91,2223.5,2218.5,2726,3478,3.25875
2722,2392,2376,2923,3686,6.39625
19.35,2272.5,2250,2827,3549,3.7525
2164,2032,2095,2422,3311,2.401875
2574,2306,2306,2789,3575,7.13
2711,2347,2340,2908,3622,5.97625
2429,2239,2276,2657,3482,4.03875
2717,2442,2427,2963,3640,5.49125
29.39,2084.5,2120.5,2518,3213,5.9725
2486,2228,2252,2730,3393,4.85875
2467,2245,2246,2780,3397,7.02
2819,2420,2358,3018.5,3754.5,1.698125
2358,2175,2180.5,2637.5,3460,4.39
2385,2140,2177,2626,3260,7.72375
2223.5,2097,2094.5,2527.5,3503,3.875
2821.5,2401.5,2308,3024,3645.5,4.175
2802,2426.5,2360.5,3014,3743,4.2675
